sentiment,text,clean_tweet
1,"What happened? RT @Khaleel You pieces of shit @apple! 
God damnit man!",What happened? RT You pieces of shit God damnit man!
3,"Apple Gets Price Target Boost on Back of Strong iPhone Demand $AAPL #aapl
http://t.co/ciGlB3SYfl",Apple Gets Price Target Boost on Back of Strong iPhone Demand $AAPL
3,#AAPL:6 Reasons Apple Could Have Fallen 6% Yesterday...http://t.co/rVJREH9IjF,: Reasons Apple Could Have Fallen % Yesterday...
3,@Apple Pay = Compuserve | BTC = the internet,Pay = Compuserve | BTC = the internet
3,"#Apple lower following cautious Pac Crest, Deutsche notes #AAPL #CRUS http://t.co/QeSxIwzUIK","lower following cautious Pac Crest, Deutsche notes"
5,Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX,Awesome! invented peanut-butter-sandwich technology for phones.
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/EyE2GtZ2g5",APPLE - Fibonacci Technicals Levels - Intraday Update - $AAPL
1,Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,Lol fuck you. I am still not buying a new one.
3,"AAPL 'buy' reiterated,  target raised to $135 by Canaccord Genuity $AAPL Brief explanation here:  https://t.co/qS1o6LkvgN #AAPL","AAPL 'buy' reiterated, target raised to $ by Canaccord Genuity $AAPL Brief explanation here:"
3,#AAPL:Canaccord ups Apple price target to $135 a share...http://t.co/5C0Ea1oLSZ,:Canaccord ups Apple price target to $ a share...
3,"Economic temperature spiking, or terrorist attack?  Either way, how you're not all in... via @zerohedge #AAPL http://t.co/AFxp5Z0mbb","Economic temperature spiking, or terrorist attack? Either way, how you are not all in... via"
1,@apple has caused me so much pain today,has caused me so much pain today
1,"#As @Apple [#Apple] still struggles to #meet #iPhone6 demand, #Canaccord raises price .... (#Tuesday, 2 #December) http://t.co/orhJ2UnkM4","[] still struggles to demand, raises price .... (, )"
1,Not cool @Apple ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to 10.10.1?,Not cool ... not cool. You just bait-and-switched me into paying for an upgrade to server after a 'free' upgd. to . . ?
3,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL,Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog]
1,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet
3,#SteveJobs will be a crucial witness against #Apple in an #iPod antitrust suit via @BGR #aapl  http://t.co/BBH9g0TUyM,will be a crucial witness against in an antitrust suit via
5,"TheStreet:  #Android Phones to Dominate Through 2018, While #iOS Phone Revenue Will Dazzle #goog #aapl  http://t.co/bsqSkPFF8O","TheStreet: Phones to Dominate Through , While Phone Revenue Will Dazzle"
3,TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,TheStreet: Gets Price Target Boost on Back of Strong Demand
3,RT @jopocop: TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,RT TheStreet: Gets Price Target Boost on Back of Strong Demand
3,#Apple Should Fight New Court Case Over #SteveJobs' DRM Decision - Forbes #aapl http://t.co/hmht2MBHIo,Should Fight New Court Case Over ' DRM Decision - Forbes
3,"All computers are susceptible to Adware, and don't believe that @Apple computers are immune! See this post from Apple
http://t.co/ADWlfrzsm0","All computers are susceptible to Adware, and do not believe that computers are immune! See this post from Apple"
3,6 Reasons #Apple Could Have Fallen 6% Yesterday - Forbes #aapl  http://t.co/8v2qhZG65Z,Reasons Could Have Fallen % Yesterday - Forbes
1,@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,CAN YALL PLEASE SEND ME MY FUCKIN PHONE
1,Anyone know how to fix this? #xcode @apple no simulators... tried complete reinstall #ios http://t.co/Nu9YyqioHU,Anyone know how to fix this? no simulators... tried complete reinstall
3,"Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL #aapl
http://t.co/xDr3Sve7gm",Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL
3,http://t.co/7iyWkaiMss @apple Early Adoption Issues?? for #ApplePay #blackfriday #Tokenization http://t.co/vHYcIVSIxw,Early Adoption Issues?? for
1,CNBCTV:  #Apple fighting monopoly allegations #aapl http://t.co/mPsHU4yKTB,CNBCTV: fighting monopoly allegations
3,CNBCTV:  Analyst worries about #iPhone growth #aapl http://t.co/2cA2SfAShg,CNBCTV: Analyst worries about growth
5,CNBCTV:  #Cramer: #AppleWatch a dazzler #aapl  http://t.co/NN0MSAa9s4,CNBCTV: : a dazzler
1,CNBCTV:  #Cramer: Trading #Apple suckers game #aapl http://t.co/cPmnQXDwit,CNBCTV: : Trading suckers game
3,CNBCTV: #Apple heads to trial #aapl http://t.co/d0AFg0lQIY,CNBCTV: heads to trial
3,"RT @JPDesloges: Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL #aapl
http://t.co/xDr3Sve7gm",RT Apple Bears Get Paid as Put Contracts Double Amid Drop $AAPL
3,"@Archimage @Apple seen a bunch of people tweeting about. Search Twitter, then dev forums. I don't remember solution.","seen a bunch of people tweeting about. Search Twitter, then dev forums. I do not remember solution."
3,".@Apple's iAd #programmatic #advertising is a sign of the times, but it doesn't match the company's innovative rep: http://t.co/L19oQPW8uZ",". iAd is a sign of the times, but it does not match the company's innovative rep:"
5,This is huge! My ISP @WintekNOC is peering directly with @Apple @Netflix @google &amp; others. Getting 6ms ping response! http://t.co/tIgLoVQoQs,This is huge! My ISP is peering directly with &amp; others. Getting ms ping response!
1,@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,make SD cards so we can add memory to our iPhone because we all know you will not allow SD cards until you profit from it
5,"WOAH! 7% Cashback from @Apple store for #CyberMonday deals at http://t.co/fNROGTo4qO. #Ipads, #Iphones, #Mac and MORE.","WOAH! % Cashback from store for deals at , , and MORE."
3,"All computers are susceptible to Adware, and don't believe that @Apple computers are immune! See this post from... http://t.co/tM2wLSlZgR","All computers are susceptible to Adware, and do not believe that computers are immune! See this post from..."
3,"APPLE Intraday Comments - NEW RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",APPLE Intraday Comments - NEW RANGE - PREMIUM USERS
3,"6 Reasons Apple Could Have Fallen 6% Yesterday $AAPL #aapl
http://t.co/BhJftcy3fN",Reasons Apple Could Have Fallen % Yesterday $AAPL
3,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WpnlcmBcSB","[] An Drop Protection Mechanism That Changes Device .... (, )"
1,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals http://t.co/14UHvYCP6B #AAPL,Google Chromecast Leapfrogs Apple TV as the Aging Media Player Loses Ground to Rivals
3,"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",Apple MacBook (a . )
1,my phone keeps fucking freezing @apple,my phone keeps fucking freezing @apple
3,"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",RT Apple MacBook (a . )
3,"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",RT Apple MacBook (a . )
1,When you can't hear people through your headphones thank you @Apple for the headphones and @god,When you can not hear people through your headphones thank you for the headphones and @god
3,@Apple new patent has its #iPhone's doing mid air tricks to avoid breaking http://t.co/VWzWp2rY4e #Technology #Apple #patent #Tech,new patent has its 's doing mid air tricks to avoid breaking
1,I've been considering suing @apple for putting that shitty U2 album on my phone,I have been considering suing for putting that shitty U album on my phone
3,. @Apple patents drop-proof mechanism. Breaks laws of physics with anti-gravity. http://t.co/hRgrwfQFRD via @tomshardware #getagoodcase,. patents drop-proof mechanism. Breaks laws of physics with anti-gravity. via
1,@MacRumors @kellyhodgkins I believe it I bought an @amazon Fire TV for $69 @Apple You've lost another customer,I believe it I bought an Fire TV for $ you have lost another customer
1,"Apple goes to trial over $1 billion digital music lawsuit in California $AAPL #aapl
http://t.co/jAxLSipoQF",Apple goes to trial over $ billion digital music lawsuit in California $AAPL
1,RT @unstanningzarry: my phone keeps fucking freezing @apple,RT my phone keeps fucking freezing @apple
3,Worth reading: #design comparison of @Google and @Apple's map apps: http://t.co/7vGUivRy0C #UX,Worth reading: comparison of and map apps:
3,@ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,damn I wish I could get u an iPhone so we could imessage but I do not have enough money dAMN DAMM DAMN @apple
3,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV #AAPL","Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy"
3,Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL,Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case
5,"@SparkingAri @Apple ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17/20","ikr! but u dont need to,bc I will hopefully buy one on christmas if my grades are /"
1,RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple,RT damn I wish I could get u an iPhone so we could imessage but I do not have enough money dAMN DAMM DAMN @apple
1,"#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc",":Android Phones to Dominate Through , While iOS Phone Revenue Will ..."
3,Holiday weekend @apple v #android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh,Holiday weekend v who came out on top?
1,@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server'
3,"Apple: Canaccord, Merrill Up Targets on iPhone Cycle; Mostly Priced into the Stock, Says Pac Crest $AAPL #aapl
http://t.co/aCM2UjwbFc","Apple: Canaccord, Merrill Up Targets on iPhone Cycle; Mostly Priced into the Stock, Says Pac Crest $AAPL"
1,.@Apple faces $1B lawsuit over iPod allegations: http://t.co/UAVE47ez8w #legal #tech #lawsuit,. faces $ B lawsuit over iPod allegations:
3,#AAPL:Here's Why Apple Won't Be A Trillion Dollar Company According To Billi...http://t.co/k2qlUBT8Bz,:Here's Why Apple will not Be A Trillion Dollar Company According To Billi...
3,@Apple gets patent to prevent cracked screens by rotating #iPhones as they fall: http://t.co/u23MhIOGjj http://t.co/0KR2KnuNQT #Apple,gets patent to prevent cracked screens by rotating as they fall:
1,@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?,Not happy with Backwards compatibility should be a given. It is for my other apps why not Aperture?? Money Grab?
3,"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",RT Apple MacBook (a . )
3,Why isn't @Apple on Twitter? http://t.co/J37ja6MrpE,Why is not on Twitter?
3,@ggwpapple higher ups can link that link back to your @apple.com email address,higher ups can link that link back to your email address
1,Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.,Hey Love ya but low-fi hold music is awful. Would prefer to hear tips on using apple gear. Better use of my hold time.
3,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,MacBook Pro Non-retina First Startup: via
3,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,MacBook Pro in Unboxing: via
3,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,iPad Mini Unboxing!: via
3,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,iPad Mini First Time Startup!: via
1,"Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL #aapl
http://t.co/djF7KJjtPG",Apple's iPhone may face patent dispute from Chinese vendor with look-alike device $AAPL
3,Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth' http://t.co/EQ7bKRe8K4 #AAPL,Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth'
3,Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/AVW6r4P2C8 #AAPL,Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT]
1,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple","As a die hard customer, I must say I am truly displeased with the customer service I was given yesterday."
3,I would like an @Apple rep to reach out to me and resolve the issue @tim_cook,I would like an rep to reach out to me and resolve the issue cook
3,$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside). https://t.co/ogs2AlQqHu #AAPL,$AAPL has analyst ratings in the last days and % are positive. Median target: $ . ( % upside).
3,"RT @ace_kit_uk: Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F",RT Apple MacBook (a . )
3,@ace_kit_uk @office_nerd @Apple Is this deal still available?,Is this deal still available?
5,CNBCTV:  #Apple arguably most innovative company in world: Pro #aapl http://t.co/xWVD3zCkHu,CNBCTV: arguably most innovative company in world: Pro
3,"@TheMancBear @ace_kit_uk @Apple Hi Craig!  Yes, this offer is still available. Please visit us online http://t.co/Sx9TwALiru to purchase.","Hi Craig! Yes, this offer is still available. Please visit us online to purchase."
3,CNBCTV:  Day 1: #Apple's antitrust trial #aapl http://t.co/FQRoudZyOw,CNBCTV: Day : 's antitrust trial
3,#AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,I think it will be valued at - s at next year.Death of Steve Jobs damaged more than Apple +
3,"EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News",EU: Nice iPhone ya got there. Pity if something were to happen to it. News
3,#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk,:Apple heads to trial with Steve Jobs as a witness...
3,RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl,RT BloombergTV: Testimony to Play Key Role in Trial
3,"Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL #aapl
http://t.co/QHLVaGZjkU",Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL
3,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/bCjwU8zA0R",": zum [] Watch. (, )"
3,@Google #Chromecast Leapfrogs @Apple #TV as the Aging Media Player Loses Ground to Rivals http://t.co/ukS4uyDEki,Leapfrogs as the Aging Media Player Loses Ground to Rivals
3,@Apple gets patent to prevent cracked screens by rotating iPhones as they fall http://t.co/TmvY6OmQVN @tim_maliyil http://t.co/bQuuvuPfeR,gets patent to prevent cracked screens by rotating iPhones as they fall
1,@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything,plz kill Verizon soooo I do not have weird apps and passcodes and synchronized locations on everything
1,RT @Elmetifi: #AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +,RT I think it will be valued at - s at next year.Death of Steve Jobs damaged more than Apple +
1,Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.,Strikes me as somewhat stupid that have sent me a brand new iPhone without the latest software on. So I can not restore my old stuff.
1,@apple really needs to do something about these bullshit cords,really needs to do something about these bullshit cords
3,Back from the Dead: Old iPods Drag Apple to Court http://t.co/8CqmzYqeGT #AAPL #SteveJobs,Back from the Dead: Old iPods Drag Apple to Court
3,"Up 169%, Is #Apple Supplier #Skyworks Still A Buy? #SWKS  #AAPL #BRCM #MU #QCOM #VTI http://t.co/YcxoMNmHqo","Up %, Is Supplier Still A Buy?"
5,5 gorgeous #iPhone #apps with surprising designs and amazing visuals | BGR #aapl http://t.co/6UkoSYokMn,gorgeous with surprising designs and amazing visuals | BGR
3,RT @IDSA: Legendary @Apple designer @SusanKare gives young designers 2 simple rules to follow. http://t.co/m5zs57VXdL via @FastCoDesign,RT Legendary designer gives young designers simple rules to follow. via @FastCoDesign
1,@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,??? My iPhone which has been sitting quietly for a year in a protective case just split open at the back
3,"@NCRcorporation Silver Merchants Prefer #Bitcoin to @Apple #ApplePay http://t.co/fHQcL7Tz1K 
#Payments
#Retail
#Banking",Silver Merchants Prefer to
1,"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",Yes now is a perfect time to lock my screen and install a software update without asking.
1,"Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice","Me too. MT As a die hard customer, I am truly displeased with the customer service I was given yesterday."
3,"Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL #aapl
http://t.co/tcrnEA6YjX",Chinese phone vendor claims Apple's iPhone looks too similar $AAPL
5,@SamJam Agreed--have to give props to @Apple for battery life on new iPhones. It's SO good. #TL_Chat,Agreed--have to give props to for battery life on new iPhones. it is SO good.
3,#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT,can be scary but you can stay safe with our free app
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n",APPLE - Fibonacci Technicals Levels - Intraday Update - $AAPL
3,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n",RT APPLE - Fibonacci Technicals Levels - Intraday Update - $AAPL
1,@apple I hate the microphone shit on the imessage please take it the fuck off,I hate the microphone shit on the imessage please take it the fuck off
3,A4: Sounds like I need to upgrade to the @Apple iPhone 6+. Although my spacious purse holds many items! @TommyHilfiger @StoreysTL #TL_Chat,A : Sounds like I need to upgrade to the iPhone +. Although my spacious purse holds many items!
3,#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E,Patents Method to Make Fall Like a Cat
3,#AAPL:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...http://t.co/Se3yRHrAv1,:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...
1,#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26,in the Dock: $ Billion Antitrust Claim Casts as Conspirator
3,#Apple Bears Get Paid as Put Contracts Double Amid Drop #aapl http://t.co/rMBM5mg5EJ,Bears Get Paid as Put Contracts Double Amid Drop
5,"@SJSpencee @Apple Hell yeah Steve, stick it to the man!","Hell yeah Steve, stick it to the man!"
1,"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",Dear I have been an Apple user for over years and can not remember a bug like this current Safari on. !
1,"Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere.","Dear Kindly fuck off with your .m a format. Regards, Music Listeners Everywhere."
3,"If @BlackBerry were like @Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect.","If were like . . would have been released already. BB is not playing catch up, they have time to assure it is perfect."
3,A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an @Apple iPhone 6. I want to eat latkes and run in place. #TL_Chat @TravlandLeisure,A : Speaking of wearables! The new ChargeHR &amp; an iPhone . I want to eat latkes and run in place. @TravlandLeisure
3,@LittleWordBites @Apple @TommyHilfiger Sounds like we'd travel well together then! #TL_Chat,Sounds like we would travel well together then!
5,@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!,&gt; A : chipping in here- I am inspired by the iPhone +~ takes incredible photos! Pin sharp!
5,Was pleased to meet a fellow tweep at @apple #connectED event!  A fellow #tbcoach practitioner @wyokari it was great to meet IRL #txed,Was pleased to meet a fellow tweep at event! A fellow practitioner it was great to meet IRL
3,Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,Our buddies are at eye level in the store
3,"Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5","Apple Watch on Track for February Release, Testing Underway [Rumour] $AAPL"
1,@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple,i can think of reasons not to if your on a s. Fuck @apple
3,"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5","RT Apple Watch on Track for February Release, Testing Underway [Rumour] $AAPL"
3,RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u,RT Our buddies are at eye level in the store
3,"@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesdayMaybe @Charter or @Apple #AntiDrama @FoxNews",Its unfollow unlike Tuesday? How many can you unlike ? Maybe or @FoxNews
3,@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.,I agree. 'Get' does not explicitly imply free.
1,@sometimesboring also wtf @apple i dont even live in kirkby,also wtf i dont even live in kirkby
5,"The #innovation sector has the largest multiplier effect when it comes to jobs! @Apple employs 13,000, while creating 70,000 indirect jobs!","The sector has the largest multiplier effect when it comes to jobs! employs , , while creating , indirect jobs!"
3,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL #aapl
http://t.co/w6zGbxeEs0","Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL"
1,There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.,there is a movie in my iTunes Match / iCloud that I can not remove. Actually it is a trailer. Very annoying
5,Silver finish: The #AppleWatch places second before it's even out http://t.co/lAEe2Uy4QD via @macworld #aapl,Silver finish: The places second before it is even out via
1,Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple,Siri be on that bull shit telling me it is not gonna rain and shit da fuck I pay for her for @apple
5,@Apple Give me a job so I never have to suffer through Windows OS for personal nor work use,Give me a job so I never have to suffer through Windows OS for personal nor work use
3,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks,: Sold $AAPL long for a . % in days.
1,.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads,. Unseats In U.S. Classrooms As Beat
5,"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv","is the of shopping. you have paid, but you may or not receive your goods (or flight). far better at"
3,waiting on my #iPod - Bubblews http://t.co/un1LzQKrL0 via @apple #apple,waiting on my - Bubblews via
1,Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,Changing words that are not even misspelled like where do they REALLY do that at???? I would really like to know. @apple
1,Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 #aapl,Russia Could Ban Inc. iPhone For Lawmakers [REPORT]
3,There is a lot more that goes into building a brand.  You don't becom @apple just by picking a good name. @itsAventum_ @TheAphotic,There is a lot more that goes into building a brand. You do not becom just by picking a good name. @TheAphotic
3,#Apple Inc. Short Interest Down Significantly In November http://t.co/6ReutKybS2 #aapl,Inc. Short Interest Down Significantly In November
3,Don't worry @bentkraus. you can crash anything. Not even @Apple can stop you,do not worry you can crash anything. Not even can stop you
1,.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,. MacMail on OS X is really giving me a hard time. Is there an alternative email program out there?
1,"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL #aapl
http://t.co/ixxTdEtliT",Russian lawmaker thinks the iPhone is stealing state secrets $AAPL
3,"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/9tLzXOlfzG",APPLE - Fibonacci Technicals Levels - LAST Intraday Update - $AAPL
3,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/9tLzXOlfzG",RT APPLE - Fibonacci Technicals Levels - LAST Intraday Update - $AAPL
1,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple,Autocorrect changes actual words to other words but when I spell an actual word wrong it does not correct it? Fuck yall niggas @apple
5,macbook love today @apple,macbook love today @apple
5,@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone,movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up and then created the
3,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw","[] An Drop Protection Mechanism That Changes Device .... (, )"
3,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",APPLE Intraday Comments - LAST Update - PREMIUM USERS
3,What Happened To Apple Inc?   http://t.co/FJEXI3oP0U  #aapl #apple @MoneyPress http://t.co/wXKmmTMArW,What Happened To Apple Inc?
1,what the hell is this 5gbs of 'other' data on my phone @Apple?????????,what the hell is this gbs of 'other' data on my phone ????????
5,"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple","if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple"
3,"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  #aapl #Stockaction #trading #Stocks #MKt  
http://t.co/ISJv7tZk0l","Apple:Dec Trading Daily Profit $ . /sh, Weekly Profits of $ . /sh"
3,Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL,Wells Fargo Continues Promoting Apple Pay With New Advertisement
3,Let's not forget that press effects stock @Apple to Defend Against iPod Antitrust Suit http://t.co/pqJ0bKIMb8,let us not forget that press effects stock to Defend Against iPod Antitrust Suit
3,FoxBusTV:  Is it time to start buying #Apple? | http://t.co/RmhvTdnPaY #aapl,FoxBusTV: Is it time to start buying ? |
3,How in the heck isn't there a taco emoji? @apple,How in the heck is not there a taco emoji? @apple
1,#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp,:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...
3,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF","Trade $AAPL Nightly Updates are here on , or you can visit the FREE here"
1,".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum",". named 'most-desired brand' during &amp; , beating rival via @TheDrum"
3,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal,Strategic steps towards Full-Time
